Proteins,GO-terms,Scores
O14793,GO:0048468,0.111051485
O14793,GO:0001568,0.111025475
O14793,GO:2000027,0.11087102
O14793,GO:0071363,0.110793255
O14793,GO:0008283,0.110786036
O14793,GO:0007155,0.11033784
O14793,GO:1901655,0.11028173
O14793,GO:0090257,0.110173866
O14793,GO:0014823,0.11005849
O14793,GO:0022610,0.10920687
O14793,GO:1901700,0.10906167
O14793,GO:0051049,0.1088589
O14793,GO:0070374,0.108784616
O14793,GO:0110020,0.108772375
O14793,GO:0009887,0.1085701
O14793,GO:0010758,0.107841685
O14793,GO:0009629,0.10765733
O14793,GO:0080134,0.107226014
O14793,GO:0036293,0.10715753
O14793,GO:0022602,0.10709033
O14793,GO:0060759,0.10704478
O14793,GO:0001666,0.10699681
O14793,GO:0001763,0.10673316
O14793,GO:0070848,0.10651877
O14793,GO:0001933,0.10650462
O14793,GO:0033674,0.106415905
O14793,GO:0046716,0.10635976
O14793,GO:0051384,0.10581784
O14793,GO:0070482,0.10566994
O14793,GO:0046627,0.10558109
O14793,GO:0044260,0.10556617
O14793,GO:0097305,0.10512582
O14793,GO:0042592,0.1046138
O14793,GO:0051347,0.104612306
O14793,GO:0040011,0.104487345
O14793,GO:1905523,0.104107976
O14793,GO:0031346,0.10401517
O14793,GO:1900077,0.103949405
O14793,GO:0061138,0.103781246
O14793,GO:0009628,0.10373463
O14793,GO:0048260,0.10365269
O14793,GO:0042493,0.10332624
O14793,GO:0050920,0.10324021
O14793,GO:0002090,0.10314751
O14793,GO:0071407,0.10310346
O14793,GO:0031960,0.10306247
O14793,GO:0032101,0.10297475
O14793,GO:0070201,0.10280708
O14793,GO:0010720,0.10266111
O14793,GO:2000181,0.102523744
O14793,GO:0048608,0.10221145
O14793,GO:0090087,0.10215579
O14793,GO:0043537,0.102042936
O14793,GO:0010605,0.10182591
O14793,GO:0002009,0.10175151
O14793,GO:0071384,0.10147996
O14793,GO:0045766,0.10140468
O14793,GO:0070372,0.101307884
O14793,GO:0071622,0.10126551
O14793,GO:0043535,0.101151094
O14793,GO:1901861,0.10106546
O14793,GO:0071900,0.100718416
O14793,GO:0001558,0.10066227
O14793,GO:1904018,0.10049088
O14793,GO:0002688,0.100369796
O14793,GO:0071385,0.09991708
O14793,GO:0051223,0.09979158
O14793,GO:0071548,0.09965576
O14793,GO:0051248,0.09960638
O14793,GO:0031324,0.09959299
O14793,GO:0045843,0.09947474
O14793,GO:0002761,0.09927597
O14793,GO:1901564,0.09925644
O14793,GO:0051179,0.09889733
O14793,GO:0007275,0.09857534
O14793,GO:0045995,0.098315984
O14793,GO:0045639,0.09812323
O14793,GO:0044089,0.09786443
O14793,GO:0071675,0.097796015
O14793,GO:0097327,0.09766747
O14793,GO:0033043,0.09745525
O14793,GO:0051346,0.09729142
O14793,GO:0048732,0.09721734
O14793,GO:1905521,0.0971856
O14793,GO:0032880,0.09718121
O14793,GO:0031400,0.09700309
O14793,GO:0032269,0.09686992
O14793,GO:0071383,0.09685274
O14793,GO:0031344,0.09672985
O14793,GO:0003018,0.096439205
O14793,GO:1901862,0.09589513
O14793,GO:0048259,0.09574895
O14793,GO:0048640,0.09574279
O14793,GO:0045927,0.09533986
O14793,GO:0033993,0.095062405
O14793,GO:0001822,0.095049605
O14793,GO:0048635,0.095001206
O14793,GO:0016477,0.09488588
O14793,GO:0003013,0.09480858
O14793,GO:0050730,0.09460596
O14793,GO:0120035,0.094562896
O14793,GO:0001959,0.09418183
O14793,GO:0035239,0.094078645
O14793,GO:1901343,0.094075635
O14793,GO:0120032,0.09379579
O14793,GO:0043405,0.093785524
O14793,GO:0048870,0.09356031
O14793,GO:0007435,0.09349778
O14793,GO:0044087,0.09319683
O14793,GO:0002690,0.09305619
O14793,GO:0050731,0.09289269
O14793,GO:0016525,0.09287394
O14793,GO:0045596,0.09255018
O14793,GO:0048511,0.092386425
O14793,GO:0048754,0.09223578
O14793,GO:0019538,0.09202186
O14793,GO:0009790,0.09196468
O14793,GO:1904951,0.091823444
O14793,GO:0032970,0.09170471
O14793,GO:0050921,0.09167878
O14793,GO:0035690,0.09161872
O14793,GO:0030155,0.09131278
O14793,GO:0045944,0.09130777
O14793,GO:0031100,0.09103862
O14793,GO:0033574,0.09070605
O14793,GO:0051172,0.090626754
O14793,GO:0060491,0.09037224
O14793,GO:0051222,0.090337634
O14793,GO:0009743,0.09033019
O14793,GO:0030097,0.090075605
O14793,GO:0014743,0.09002571
O14793,GO:0055008,0.09002291
O14793,GO:0019725,0.089988664
O14793,GO:0031589,0.08998685
O14793,GO:1901214,0.08997214
O14793,GO:0010817,0.089888126
O14793,GO:1902745,0.08985987
O14793,GO:0010592,0.0894756
O14793,GO:0048589,0.08941047
O14793,GO:0080135,0.08929458
O14793,GO:0030509,0.089106
O14793,GO:1901698,0.08902172
O14793,GO:0051046,0.088799015
O14793,GO:0002682,0.08854352
O14793,GO:0048641,0.088498384
O14793,GO:1903706,0.08820795
O14793,GO:0022412,0.08820289
O14793,GO:0051960,0.08815591
O14793,GO:1902903,0.08804805
O14793,GO:1901215,0.08800483
O14793,GO:0071466,0.08799715
O14793,GO:0009792,0.087820284
O14793,GO:0051726,0.087778054
O14793,GO:0120034,0.0877585
O14793,GO:0045860,0.08760117
O14793,GO:0009611,0.08750095
O14793,GO:1902905,0.087479606
O14793,GO:0035150,0.08742438
O14793,GO:0048609,0.087393984
O14793,GO:0010634,0.087274365
O14793,GO:0014741,0.08710236
O14793,GO:0002791,0.08707885
O14793,GO:1903530,0.086869635
O14793,GO:0048568,0.08679965
O14793,GO:0090066,0.08679643
O14793,GO:0032103,0.08672291
O14793,GO:0043524,0.08654043
O14793,GO:0033135,0.08644328
O14793,GO:0010243,0.08634789
O14793,GO:0003012,0.08616582
O14793,GO:0006928,0.086163834
O14793,GO:0051047,0.08597277
O14793,GO:0030856,0.085892566
O14793,GO:0043009,0.08582539
O14793,GO:0031099,0.08577775
O14793,GO:0051302,0.08574127
O14793,GO:0001817,0.08570125
O14793,GO:1903524,0.08565744
O14793,GO:0009746,0.085423164
O14793,GO:1903532,0.08536821
O14793,GO:0006357,0.085304216
O14793,GO:0032956,0.08529787
O14793,GO:0001818,0.08518593
O14793,GO:0048731,0.08469103
O14793,GO:0035556,0.084580585
O14793,GO:0009058,0.084537104
O14793,GO:0010466,0.08434866
O14793,GO:0030278,0.084003225
O14793,GO:0045662,0.083969295
O14793,GO:0030100,0.083864525
O14793,GO:1902743,0.083862185
O14793,GO:0051234,0.08378951
O14793,GO:0009636,0.083706595
O14793,GO:0050680,0.083570085
O14793,GO:0051493,0.08354898
O14793,GO:0050714,0.08354079
O14793,GO:0043068,0.08348668
O14793,GO:1901576,0.083392665
O14793,GO:0010942,0.08332773
O14793,GO:0043523,0.08323787
O14793,GO:0045807,0.08321175
O14793,GO:0010591,0.08302817
O14793,GO:0060415,0.083011806
O14793,GO:0048514,0.08292304
O14793,GO:0050708,0.082766406
O14793,GO:1903522,0.08272701
O14793,GO:0044249,0.08267298
O14793,GO:0040007,0.08265664
O14793,GO:0110110,0.08254762
O14793,GO:0010717,0.08240162
O14793,GO:0033554,0.082282506
O14793,GO:0031398,0.08227195
O14793,GO:0051962,0.08221422
O14793,GO:0050767,0.08216091
O14793,GO:0051897,0.08213197
O14793,GO:0009617,0.08208322
O14793,GO:0043412,0.08199684
O14793,GO:0050679,0.081928685
O14793,GO:0035295,0.08187238
O14793,GO:0051058,0.081841946
O14793,GO:1902042,0.08177246
O14793,GO:0034284,0.081762195
O14793,GO:0048598,0.08174431
O14793,GO:0045661,0.08174355
O14793,GO:0030162,0.081594095
O14793,GO:0043065,0.08154109
O14793,GO:0007507,0.081483886
O14793,GO:0009749,0.081433095
O14793,GO:0030855,0.08137333
O14793,GO:1900076,0.08136015
O14793,GO:0006810,0.081190586
O14793,GO:0010712,0.08108083
O14793,GO:0001944,0.08099206
O14793,GO:0007276,0.08094019
O14793,GO:0002685,0.080866
O14793,GO:0002683,0.080837056
O14793,GO:0045471,0.08081243
O14793,GO:0051781,0.08068086
O14793,GO:0001701,0.08064618
O14793,GO:0014850,0.08059941
O14793,GO:0001667,0.08059548
O14793,GO:1902041,0.08054855
O14793,GO:0022612,0.08050254
O14793,GO:0001541,0.080451414
O14793,GO:0006464,0.080441765
O14793,GO:0033138,0.08042414
O14793,GO:0051090,0.080178544
O14793,GO:0007568,0.0796731
O14793,GO:0009886,0.0796331
O14793,GO:0051495,0.07957682
O14793,GO:0051345,0.079464726
O14793,GO:0014066,0.07945712
O14793,GO:0032965,0.079325065
O14793,GO:0046626,0.07922648
O14793,GO:0007162,0.07915871
O14793,GO:0032872,0.079152465
O14793,GO:0036211,0.07908762
O14793,GO:1901701,0.07904436
O14793,GO:0009991,0.07904418
O14793,GO:1903708,0.07903916
O14793,GO:0001525,0.07903173
O14793,GO:0001889,0.078835115
O14793,GO:0001569,0.078717574
O14793,GO:0014068,0.0786461
O14793,GO:0070302,0.078639336
O14793,GO:0051098,0.07852279
O14793,GO:0048662,0.07851489
O14793,GO:2001234,0.07839359
O14793,GO:0051492,0.07832779
O14793,GO:2001233,0.07819821
O14793,GO:0043627,0.07816969
O14793,GO:0050821,0.07795582
O14793,GO:0046822,0.07792968
O14793,GO:0010638,0.07783015
O14793,GO:1905330,0.07778497
O14793,GO:0016310,0.07726058
O14793,GO:0030324,0.077099636
O14793,GO:2001236,0.076968186
O14793,GO:0043536,0.0769233
O14793,GO:0006469,0.07690446
O14793,GO:1904035,0.076872736
O14793,GO:0030308,0.07683218
O14793,GO:0006468,0.07677505
O14793,GO:0006796,0.07666288
O14793,GO:0006793,0.07650478
O14793,GO:0000902,0.076413035
O14793,GO:0060627,0.076327056
O14793,GO:0048660,0.07629047
O14793,GO:0002793,0.0762439
O14793,GO:0050769,0.076186456
O14793,GO:0010595,0.07607015
O14793,GO:0030182,0.07604328
O14793,GO:0006937,0.07602774
O14793,GO:0048878,0.07602656
O14793,GO:0045666,0.07589863
O14793,GO:0022402,0.07578329
O14793,GO:0034330,0.07571516
O14793,GO:0046620,0.07566091
O14793,GO:0002687,0.07564371
O14793,GO:0035120,0.07548852
O14793,GO:0007346,0.07535238
O14793,GO:0035296,0.07524647
O14793,GO:0051641,0.07514817
O14793,GO:0001938,0.075049214
O14793,GO:0010770,0.07482762
O14793,GO:0007476,0.07470994
O14793,GO:0060761,0.07465384
O14793,GO:0007389,0.07459048
O14793,GO:0045778,0.07457364
O14793,GO:0052547,0.0744807
O14793,GO:0071901,0.07443477
O14793,GO:0060429,0.07443309
O14793,GO:0032231,0.07439822
O14793,GO:0006629,0.07429529
O14793,GO:0001503,0.07423772
O14793,GO:0060674,0.074194096
O14793,GO:0044267,0.0741936
O14793,GO:0006942,0.07418673
O14793,GO:0055002,0.07418278
O14793,GO:0048639,0.07407023
O14793,GO:0051602,0.07385611
O14793,GO:1903322,0.07384388
O14793,GO:0097306,0.073802695
O14793,GO:0045785,0.07373531
O14793,GO:0045664,0.07366346
O14793,GO:0042306,0.07358609
O14793,GO:1902105,0.073420815
O14793,GO:0045861,0.073306814
O14793,GO:0098609,0.073305584
O14793,GO:0055010,0.07329593
O14793,GO:0032967,0.07325463
O14793,GO:0032355,0.07321338
O14793,GO:1901135,0.07318051
O14793,GO:0008406,0.07288875
O14793,GO:0097746,0.07285917
O14793,GO:0010951,0.072495535
O14793,GO:1903670,0.07239344
O14793,GO:0060043,0.07227276
O14793,GO:0001570,0.072183736
O14793,GO:0002701,0.07204051
O14793,GO:0055001,0.07202963
O14793,GO:0009605,0.07202273
O14793,GO:1903320,0.07200028
O14793,GO:0001936,0.07196081
O14793,GO:0014888,0.07152854
O14793,GO:0043114,0.071493655
O14793,GO:0046903,0.0714258
O14793,GO:0048534,0.07129707
O14793,GO:0006082,0.07127772
O14793,GO:0009266,0.071233764
O14793,GO:0031396,0.07122502
O14793,GO:0035114,0.07116043
O14793,GO:0051496,0.07101231
O14793,GO:0007154,0.07100497
O14793,GO:0030858,0.07099888
O14793,GO:0038127,0.07090002
O14793,GO:0001654,0.07084552
O14793,GO:0050878,0.07070564
O14793,GO:0022607,0.070601165
O14793,GO:0042060,0.07059778
O14793,GO:0010718,0.07043254
O14793,GO:0060341,0.07042966
O14793,GO:0046580,0.07040915
O14793,GO:0010714,0.070236854
O14793,GO:2000241,0.0702169
O14793,GO:0090288,0.07021076
O14793,GO:2001237,0.070032105
O14793,GO:0031667,0.07002885
O14793,GO:0071702,0.069995575
O14793,GO:0030307,0.06991721
O14793,GO:0043500,0.06974331
O14793,GO:0035107,0.06969514
O14793,GO:0010629,0.0695965
O14793,GO:0110151,0.06959436
O14793,GO:0055013,0.069558196
O14793,GO:0043393,0.06948401
O14793,GO:0052548,0.069416456
O14793,GO:0071456,0.069415495
O14793,GO:0071453,0.0692802
O14793,GO:0050777,0.06925574
O14793,GO:0070167,0.06925327
O14793,GO:0032102,0.069234
O14793,GO:0032233,0.06922882
O14793,GO:0009408,0.06921692
O14793,GO:0033036,0.06908917
O14793,GO:0042742,0.069069244
O14793,GO:0060390,0.06894313
O14793,GO:0002684,0.06879943
O14793,GO:0007283,0.068743564
O14793,GO:0032874,0.068556786
O14793,GO:1904706,0.06851689
O14793,GO:0008584,0.06851504
O14793,GO:0032570,0.06844632
O14793,GO:0045216,0.06844224
O14793,GO:0034622,0.06829173
O14793,GO:0110149,0.0682458
O14793,GO:0002376,0.06804222
O14793,GO:0071902,0.068010524
O14793,GO:0060021,0.06800304
O14793,GO:0036294,0.067984015
O14793,GO:0010564,0.06796859
O14793,GO:0045787,0.06793233
O14793,GO:0070169,0.0678743
O14793,GO:0007010,0.067854114
O14793,GO:0035567,0.06776289
O14793,GO:1903827,0.067681685
O14793,GO:0051592,0.06760059
O14793,GO:0051704,0.06756014
O14793,GO:0034097,0.06751155
O14793,GO:0008104,0.067451105
O14793,GO:0006275,0.06743915
O14793,GO:0051051,0.06741301
O14793,GO:0045214,0.067260236
O14793,GO:0090049,0.06716016
O14793,GO:0010769,0.06716004
O14793,GO:0050926,0.06707358
O14793,GO:0035148,0.06700329
O14793,GO:0045747,0.06678788
O14793,GO:0048232,0.06676949
O14793,GO:1904705,0.0667623
O14793,GO:0009059,0.066726044
O14793,GO:0110053,0.06667426
O14793,GO:0040036,0.0666137
O14793,GO:0070304,0.06653937
O14793,GO:0065003,0.06651722
O14793,GO:0032989,0.06648924
O14793,GO:0043436,0.06648311
O14793,GO:0060420,0.066360265
O14793,GO:0055006,0.06635485
O14793,GO:0032924,0.06633965
O14793,GO:0046883,0.06626402
O14793,GO:0002763,0.066183105
O14793,GO:0045834,0.06609186
O14793,GO:0032940,0.06604075
O14793,GO:1905114,0.06603795
O14793,GO:0045667,0.0659606
O14793,GO:0043122,0.065903425
O14793,GO:0046677,0.065819725
O14793,GO:1904589,0.065785766
O14793,GO:0060249,0.06575652
O14793,GO:0010810,0.06574219
O14793,GO:0045165,0.06568949
O14793,GO:1901566,0.06561084
O14793,GO:0007600,0.06561024
O14793,GO:0050918,0.065599866
O14793,GO:0050877,0.065484986
O14793,GO:0007420,0.06532468
O14793,GO:0033157,0.06527468
O14793,GO:0009894,0.06526102
O14793,GO:1904036,0.065226786
O14793,GO:0140352,0.06519987
O14793,GO:0030510,0.06516914
O14793,GO:0046823,0.06507108
O14793,GO:0003002,0.06506161
O14793,GO:0044060,0.06505817
O14793,GO:0090101,0.06503101
O14793,GO:0042176,0.06497814
O14793,GO:0097435,0.06495773
O14793,GO:0090109,0.06493173
O14793,GO:1903034,0.06489466
O14793,GO:0016055,0.064861014
O14793,GO:1901699,0.06485213
O14793,GO:0006996,0.064714596
O14793,GO:0055021,0.064695016
O14793,GO:0010038,0.06468203
O14793,GO:0002719,0.06452473
O14793,GO:1901990,0.06438099
O14793,GO:0010467,0.06437371
O14793,GO:0034405,0.064347334
O14793,GO:0010639,0.06426922
O14793,GO:0055025,0.06420766
O14793,GO:0043407,0.064059384
O14793,GO:1903393,0.06405813
O14793,GO:0009314,0.06402768
O14793,GO:0045786,0.063975826
O14793,GO:1900024,0.063961126
O14793,GO:0007492,0.06394496
O14793,GO:1901890,0.06390044
O14793,GO:0007423,0.06367565
O14793,GO:0060325,0.063658
O14793,GO:0043406,0.0635619
O14793,GO:0055117,0.06353901
O14793,GO:0031032,0.063515835
O14793,GO:0019216,0.06333917
O14793,GO:0030500,0.06332569
O14793,GO:0051893,0.06316199
O14793,GO:0010470,0.06306384
O14793,GO:1900180,0.06303899
O14793,GO:2000351,0.06301217
O14793,GO:0001656,0.06300758
O14793,GO:0042330,0.062994964
O14793,GO:0048636,0.062946215
O14793,GO:0010035,0.06291688
O14793,GO:0051224,0.06284571
O14793,GO:0045907,0.06284534
O14793,GO:0030501,0.062794924
O14793,GO:0055024,0.06275557
O14793,GO:0031329,0.062685
O14793,GO:0043502,0.06264239
O14793,GO:0046622,0.06260907
O14793,GO:0022408,0.06255666
O14793,GO:0051129,0.062491603
O14793,GO:0072073,0.06241142
O14793,GO:0061036,0.062383097
O14793,GO:0006955,0.06235357
O14793,GO:0003014,0.06232344
O14793,GO:0010976,0.06215477
O14793,GO:0002700,0.061809666
O14793,GO:0031647,0.061641492
O14793,GO:0045669,0.061630003
O14793,GO:0042246,0.061620615
O14793,GO:0019229,0.06158646
O14793,GO:0001101,0.061583318
O14793,GO:0000904,0.06157164
O14793,GO:0090317,0.06146272
O14793,GO:0010811,0.061380696
O14793,GO:1903047,0.06128965
O14793,GO:0022407,0.061197303
O14793,GO:0034114,0.061179243
O14793,GO:0071496,0.061132353
O14793,GO:0032147,0.061041117
O14793,GO:0023061,0.061033476
O14793,GO:0032386,0.06099806
O14793,GO:0050801,0.06087947
O14793,GO:0051091,0.060863495
O14793,GO:0043409,0.06082788
O14793,GO:2000058,0.06077509
O14793,GO:0010975,0.06076622
O14793,GO:0006935,0.060734224
O14793,GO:0030111,0.060726542
O14793,GO:0009953,0.0606255
O14793,GO:0006952,0.06054167
O14793,GO:0044706,0.06041824
O14793,GO:0010631,0.060415994
O14793,GO:0046328,0.060349405
O14793,GO:2001023,0.060148638
O14793,GO:0001775,0.060092676
O14793,GO:0071705,0.060028046
O14793,GO:0051894,0.060019713
O14793,GO:1901863,0.060005467
O14793,GO:0007584,0.059969246
O14793,GO:0009914,0.05990786
O14793,GO:1903672,0.05985689
O14793,GO:0010611,0.05981646
O14793,GO:0009798,0.059815206
O14793,GO:0051099,0.0597875
O14793,GO:0055023,0.059749026
O14793,GO:0071417,0.059708964
O14793,GO:0071396,0.05958309
O14793,GO:0046879,0.05956658
O14793,GO:0043087,0.059268214
O14793,GO:0051489,0.059229176
O14793,GO:0061024,0.0592098
O14793,GO:0045444,0.059171267
O14793,GO:0008340,0.0591137
O14793,GO:0051056,0.05908115
O14793,GO:0060135,0.05904094
O14793,GO:1901888,0.059038818
O14793,GO:0022604,0.058988772
O14793,GO:0060560,0.058885366
O14793,GO:0006790,0.05885765
O14793,GO:0014074,0.0588215
O14793,GO:1903391,0.058669757
O14793,GO:0060606,0.058597803
O14793,GO:0007281,0.058539826
O14793,GO:0060070,0.058452416
O14793,GO:2000045,0.058446042
O14793,GO:0044703,0.05843497
O14793,GO:0090175,0.05841734
O14793,GO:0045844,0.05840685
O14793,GO:0043933,0.058366023
O14793,GO:0003156,0.058348097
O14793,GO:1904950,0.058296263
O14793,GO:0043433,0.058259986
O14793,GO:0043434,0.058250852
O14793,GO:0048863,0.058246396
O14793,GO:0048871,0.058207612
O14793,GO:0098727,0.058187347
O14793,GO:0048563,0.05812197
O14793,GO:0061041,0.05808094
O14793,GO:0014912,0.05807697
O14793,GO:0060045,0.057893287
O14793,GO:0008610,0.057880133
O14793,GO:0040014,0.05786436
O14793,GO:0008016,0.057783812
O14793,GO:0050776,0.057757713
O14793,GO:1900744,0.057752114
O14793,GO:1903050,0.057725858
O14793,GO:0042476,0.057543613
O14793,GO:1902117,0.057489794
O14793,GO:0051301,0.057439048
O14793,GO:0048146,0.05741639
O14793,GO:0001658,0.05737524
O14793,GO:0030029,0.05736959
O14793,GO:0061097,0.05726521
O14793,GO:0014910,0.057196725
O14793,GO:0001960,0.057177544
O14793,GO:0031668,0.05699854
O14793,GO:0072163,0.056962363
O14793,GO:0045670,0.056914728
O14793,GO:0030513,0.056889188
O14793,GO:0110148,0.056822307
O14793,GO:0045931,0.056771856
O14793,GO:0046887,0.056745388
O14793,GO:0001704,0.0566307
O14793,GO:0044281,0.056628514
O14793,GO:0043207,0.056594364
O14793,GO:0001505,0.056545306
O14793,GO:0003208,0.056531526
O14793,GO:0046578,0.05647555
O14793,GO:0042074,0.056452684
O14793,GO:0007565,0.056306977
O14793,GO:0010613,0.056211613
O14793,GO:0006869,0.05616335
O14793,GO:2001038,0.05615099
O14793,GO:0003151,0.056043237
O14793,GO:0042886,0.055980973
O14793,GO:0045879,0.055979125
O14793,GO:0099177,0.055972856
O14793,GO:0009607,0.055959903
O14793,GO:0010821,0.055950753
O14793,GO:0045682,0.055881493
O14793,GO:0009895,0.05576081
O14793,GO:0030177,0.055753745
O14793,GO:1990830,0.05571702
O14793,GO:0046890,0.055636507
O14793,GO:0007267,0.055634655
O14793,GO:0009593,0.055559747
O14793,GO:0002064,0.055516772
O14793,GO:0010721,0.055472903
O14793,GO:0097421,0.055408902
O14793,GO:0031348,0.055327058
O14793,GO:0043281,0.05529484
O14793,GO:0044255,0.055289537
